Product Description,Product UPC,Department,Size,Units/Case,Supplier,Distributor,Deal Description,Buy Months (if appl.),Net/Unit,Net Case,Case 1 (Retail),Retail Calc,Club Override,GM%,Buy Month Invoice,Effective Date,Notes,Non-Buy Month Invoice,Reorder Point,Item Number,Net Case EO,Net Cs EO/Unit,Retail Override,Avg Retail,Avg Club,Markup,Buy Months,Case 1 on Spirits Tab,Buy Month Invoice on Spirits Tab,Net Case on Spirits Tab,Diff b/w Case 1,Diff b/w Net Case,Diff Item Number,Units On Hand Across Chain,Netsuite Name,Color
Crown Royal Blackberry,082000789550,Liquor,750ml,12,Diageo/UBI,Phillips Wine & Spirits,Case 1 Must hit 12 cs within month,February|April|June|August|October|December,19.509142394822007,234.10970873786408,270,28.99,25.96,0.24849220358929097,240,2026-08-01 00:00:00,,270,,1739470,234.10970873786408,19.509142394822007,30.99,29.99,24.96,0.3,,,,,,,,278,Phillips Wine & Spirits - St. Paul,Diageo 8.3
Crown Royal Canadian,087000007253,Liquor,750ml,12,Diageo/UBI,Phillips Wine & Spirits,Case 1 Must hit 12 cs within month,February|April|June|August|October|December,19.509142394822007,234.10970873786408,270,28.99,25.96,0.24849220358929097,240,2026-08-01 00:00:00,,270,,000004390,234.10970873786408,19.509142394822007,30.99,29.99,24.96,0.3,,,,,,,,269,Phillips Wine & Spirits - St. Paul,Diageo 8.3
Crown Royal Peach,082000782919,Liquor,750ml,12,Diageo/UBI,Phillips Wine & Spirits,Case 1 Must hit 12 cs within month,February|April|June|August|October|December,19.509142394822007,234.10970873786408,270,28.99,25.96,0.24849220358929097,240,2026-08-01 00:00:00,,270,,001209938,234.10970873786408,19.509142394822007,30.99,29.99,24.96,0.3,,,,,,,,170,Phillips Wine & Spirits - St. Paul,Diageo 8.3
Crown Royal Regal Apple,082000771562,Liquor,750ml,12,Diageo/UBI,Phillips Wine & Spirits,Case 1,February|April|June|August|October|December,19.509142394822007,234.10970873786408,270,28.99,25.96,0.24849220358929097,240,2026-08-01 00:00:00,,270,,000024790,234.10970873786408,19.509142394822007,30.99,29.99,24.96,0.3,,,,,,,,139,Phillips Wine & Spirits - St. Paul,Diageo 8.3
Crown Royal Salted Caramel,082000783978,Liquor,750ml,12,Diageo/UBI,Phillips Wine & Spirits,Case 1,ALL,19.509142394822007,234.10970873786408,270,28.99,25.96,0.24849220358929097,240,2026-08-01 00:00:00,,270,,001144638,234.10970873786408,19.509142394822007,30.99,30.99,25.96,0.3,,,,,,,,140,Phillips Wine & Spirits - St. Paul,Diageo 8.3
Crown Royal Vanilla,082000776598,Liquor,750ml,12,Diageo/UBI,Phillips Wine & Spirits,Case 1 Must hit 12 cs within month,February|April|June|August|October|December,19.509142394822007,234.10970873786408,270,28.99,25.96,0.24849220358929097,240,2026-08-01 00:00:00,,270,,000028205,234.10970873786408,19.509142394822007,30.99,29.99,24.96,0.3,,,,,,,,112,Phillips Wine & Spirits - St. Paul,Diageo 8.3
Don Julio 1942 Anejo Tequila,674545000322,Liquor,750ml,6,Diageo/UBI,Phillips Wine & Spirits,Case 1,Ocotber|December|February,120.85000000000001,725.1,900,194.99,162.96,0.258406971035837,724,2026-08-01 00:00:00,,900,,10153,725.1,120.85000000000001,191.99,,,0.3,,,,,,,,,Phillips Wine & Spirits - St. Paul,Diageo 8.3
Don Julio Anejo Tequila,674545000063,Liquor,750ml,6,Diageo/UBI,Phillips Wine & Spirits,Case 1 Must hit 2 cs within month,February|April|June|August|October|December,40.016666666666666,240.1,292.5,62.99,53.96,0.2584012849023969,239,2026-08-01 00:00:00,,292.5,,60368,240.1,40.016666666666666,63.99,47.99,42.96,0.3,,,,,,,,119,Phillips Wine & Spirits - St. Paul,Diageo 8.3
Don Julio Blanco Tequila,674545000001,Liquor,750ml,6,Diageo/UBI,Phillips Wine & Spirits,Case 1,February|April|June|August|October|December,33.93333333333333,203.6,229.5,49.99,45.96,0.2616768204235568,202.5,2026-08-01 00:00:00,,229.5,,60384,203.6,33.93333333333333,53.99,43.99,35.96,0.3,,,,,,,,260,Phillips Wine & Spirits - St. Paul,Diageo 8.3
Don Julio Reposado Tequila,674545000636,Liquor,1.75L,3,Diageo/UBI,Johnson Brothers Liquor Co,Case 1,ALL,81.03333333333333,243.1,256.5,110.99,108.96,0.25630200685266763,242,2026-08-01 00:00:00,,256.5,,1076772,243.1,81.03333333333333,128.99,117.99,99.96,0.3,,,,,,,,51,Johnson Brothers - St. Paul,Diageo 8.3
Don Julio Reposado Tequila,674545000414,Liquor,750ml,6,Diageo/UBI,Phillips Wine & Spirits,Case 1,February|April|June|August|October|December,33.18333333333333,199.1,261,56.99,44.96,0.2619365361803085,198,2026-08-01 00:00:00,,261,,69476,199.1,33.18333333333333,52.99,40.99,35.96,0.3,,,,,,,,999,Phillips Wine & Spirits - St. Paul,Diageo 8.3
Ketel One Vodka,085156803682,Liquor,1.75L,6,Diageo/UBI,Phillips Wine & Spirits,Case 1,February|April|June|August|October|December,28.016666666666666,168.1,189,40.99,37.96,0.26194239550403936,167,2026-08-01 00:00:00,,189,,000015236,168.1,28.016666666666666,44.99,34.99,29.96,0.3,,,,,,,,639,Phillips Wine & Spirits - St. Paul,Diageo 8.3
Smirnoff Blue Raspberry Vodka,082000802198,Liquor,1.75L,6,Diageo/UBI,Johnson Brothers Liquor Co,Case 1 Must hit 25 cs within month,January|March|May|July|September|November,14.069999999999999,84.41999999999999,103.5,21.99,18.96,0.2579113924050634,88,2026-08-01 00:00:00,,103.5,,1181840,84.41999999999999,14.069999999999999,21.99,,,0.3,,,,,,,,,Johnson Brothers - St. Paul,Diageo 8.3
Smirnoff Citrus Vodka,082000723943,Liquor,1.75L,6,Diageo/UBI,Johnson Brothers Liquor Co,Case 1 Must hit 25 cs within month,January|March|May|July|September|November,14.069999999999999,84.41999999999999,103.5,21.99,18.96,0.2579113924050634,88,2026-08-01 00:00:00,,103.5,,000048710,84.41999999999999,14.069999999999999,21.99,21.99,19.96,0.3,,,,,,,,0,Johnson Brothers - St. Paul,Diageo 8.3
Smirnoff Lime Vodka,082000732884,Liquor,1.75L,6,Diageo/UBI,Johnson Brothers Liquor Co,Case 1 Must hit 25 cs within month,January|March|May|July|September|November,14.069999999999999,84.41999999999999,103.5,21.99,18.96,0.2579113924050634,88,2026-08-01 00:00:00,,103.5,,000011515,84.41999999999999,14.069999999999999,21.99,21.99,19.96,0.3,,,,,,,,0,Johnson Brothers - St. Paul,Diageo 8.3
Smirnoff Pink Lemonade,082000797210,Liquor,1.75L,6,Diageo/UBI,Johnson Brothers Liquor Co,Case 1 Must hit 25 cs within month,January|March|May|July|September|November,14.459999999999999,86.75999999999999,103.5,21.99,19.96,0.27555110220440887,88,2026-08-01 00:00:00,,103.5,,1905979,86.75999999999999,14.459999999999999,23.99,21.99,19.96,0.3,,,,,,,,0,Johnson Brothers - St. Paul,Diageo 8.3
Smirnoff Raspberry Vodka,082000723998,Liquor,1.75L,6,Diageo/UBI,Johnson Brothers Liquor Co,Case 1 Must hit 25 cs within month,January|March|May|July|September|November,14.459999999999999,86.75999999999999,103.5,21.99,19.96,0.27555110220440887,88,2026-08-01 00:00:00,,103.5,,000032730,86.75999999999999,14.459999999999999,23.99,,,0.3,,,,,,,,,Johnson Brothers - St. Paul,Diageo 8.3
Smirnoff Red White and Berry,082000788102,Liquor,1.75L,6,Diageo/UBI,Johnson Brothers Liquor Co,Case 1 Must hit 25 cs within month,January|March|May|July|September|November,14.459999999999999,86.75999999999999,103.5,21.99,19.96,0.27555110220440887,88,2026-08-01 00:00:00,,103.5,,001339326,86.75999999999999,14.459999999999999,23.99,23.99,19.96,0.3,,,,,,,,7,Johnson Brothers - St. Paul,Diageo 8.3
Smirnoff Vanilla Vodka,082000724049,Liquor,1.75L,6,Diageo/UBI,Johnson Brothers Liquor Co,Case 1 Must hit 25 cs within month,January|March|May|July|September|November,14.459999999999999,86.75999999999999,103.5,21.99,19.96,0.27555110220440887,88,2026-08-01 00:00:00,,103.5,,000023028,86.75999999999999,14.459999999999999,23.99,21.99,19.96,0.3,,,,,,,,90,Johnson Brothers - St. Paul,Diageo 8.3
Smirnoff Vodka,082000727606,Liquor,1.75L,6,Diageo/UBI,Johnson Brothers Liquor Co,Case 1 Must hit 25 cs within month,January|March|May|July|September|November,13.793333333333331,82.75999999999999,103.5,21.99,18.96,0.2725035161744024,84,2026-08-01 00:00:00,,103.5,,000002550,82.75999999999999,13.793333333333331,21.99,20.99,16.96,0.3,,,,,,,,213,Johnson Brothers - St. Paul,Diageo 8.3
Aviation Gin,853507000024,Liquor,750ml,6,Diageo,Bellboy Corporation,5cs across chain-same week,All,22.166666666666668,133,144,30.99,29.96,0.2601246105919003,132,2026-08-01 00:00:00,,144,,7271104,133,22.166666666666668,34.99,,,0.3,,,,,,,,,Bellboy Corporation,Bellboy Diageo 8.3
Bailey's Irish Cream 750 ml,086767210067,Liquor,750ml,12,Diageo,Bellboy Corporation,9 cases 750 - across chain - same week ,February|March|May|Aug|Oct|Nov|Dec,18.541666666666668,222.5,256.5,27.99,24.96,0.25714476495726496,221.5,2026-08-01 00:00:00,,256.5,,7177014,222.5,18.541666666666668,28.99,29.99,24.96,0.3,,,,,,,,178,Bellboy Corporation,Bellboy Diageo 8.3
Buchanans 12 Yr Scotch,088110955328,Liquor,750 ml,12,Diageo,Bellboy Corporation,case 1,All,26.541666666666668,318.5,341.5,36.99,35.96,0.2619113830181683,317.5,2026-08-01 00:00:00,,341.5,,8068014,318.5,26.541666666666668,41.99,40.99,34.96,0.3,,,,,,,,100,Bellboy Corporation,Bellboy Diageo 8.3
Bulleit Bourbon,087000005525,Liquor,750 ml,12,Diageo,Bellboy Corporation,8  cases M/M RYE  - across chain - same week,February|April|June|August|October|December,19.25,231,278.75,29.99,25.96,0.2584745762711865,230,2026-08-01 00:00:00,,278.75,,8373004,231,19.25,30.99,28.99,24.96,0.3,,,,,,,,247,Bellboy Corporation,Bellboy Diageo 8.3
Bulleit Rye,082000752967,Liquor,750 ml,12,Diageo,Bellboy Corporation,8 cases  - m/m bourbon across chain - same week,February|April|June|August|October|December,19.25,231,278.75,29.99,25.96,0.2584745762711865,230,2026-08-01 00:00:00,,278.75,,8373214,231,19.25,30.99,28.99,24.96,0.3,,,,,,,,164,Bellboy Corporation,Bellboy Diageo 8.3
Captain Morgan 100 Proof,082000742005,Liquor,1.75L,6,Diageo,Bellboy Corporation,4 cases  - across chain - same week,February|April|June|August|October|December,24.325,145.95,157.95,33.99,32.96,0.26198422330097093,144.95,2026-08-01 00:00:00,,157.95,,7868329,145.95,24.325,38.99,35.49,29.96,0.3,,,,,,,,43,Bellboy Corporation,Bellboy Diageo 8.3
Captain Morgan Original ,08731409,Liquor,50ml,120,Diageo,Bellboy Corporation,case 1,ALL,0.6666666666666666,80,132,1.99,0.96,0.3055555555555556,79,2026-08-01 00:00:00,,132,,7868318,80,0.6666666666666666,0.99,1.49,1.24,0.5,,,,,,,,969,Bellboy Corporation,Bellboy Diageo 8.3
Captain Morgan Original  PET 750,087000002715,Liquor,750ml,12,Diageo,Bellboy Corporation,3 cases - across chain-one week,February|April|June|August|October|December,11.174999999999999,134.1,151.1,15.99,14.96,0.2530080213903744,133.1,2026-08-01 00:00:00,,151.1,,7868324,134.1,11.174999999999999,17.99,,,0.3,,,,,,,,,Bellboy Corporation,Bellboy Diageo 8.3
Captain Morgan Original Glass,087000201156,Liquor,1.75L,6,Diageo,Bellboy Corporation,M/M 175's PET/Glass/lsilver-20cs across chain same week,February|April|June|August|October|December,20.291666666666668,121.75,130.05,27.99,26.96,0.2473417408506429,120.75,2026-08-01 00:00:00,,130.05,,7868319,121.75,20.291666666666668,31.99,,,0.3,,,,,,,,,Bellboy Corporation,Bellboy Diageo 8.3
Captain Morgan Original PET,082000759102,Liquor,1.75L,6,Diageo,Bellboy Corporation,M/M 175's PET/Glass/lsilver-20cs across chain same week,February|April|June|August|October|December,20.291666666666668,121.75,130.05,27.99,26.96,0.2473417408506429,120.75,2026-08-01 00:00:00,,130.05,,7868309,121.75,20.291666666666668,31.99,26.99,22.96,0.3,,,,,,,,598,Bellboy Corporation,Bellboy Diageo 8.3
Captain Morgan Silver,087000201484,Liquor,1.75L,6,Diageo,Bellboy Corporation,M/M 175's PET/Glass/lsilver-20cs across chain same week,February|April|June|August|October|December,20.291666666666668,121.75,130.05,27.99,26.96,0.2473417408506429,120.75,2026-08-01 00:00:00,,130.05,,7868349,121.75,20.291666666666668,31.99,28.99,23.96,0.3,,,,,,,,75,Bellboy Corporation,Bellboy Diageo 8.3
Captain Morgan White,082000766834,Liquor,Liter,12,Diageo,Bellboy Corporation,4cs across chain - same week,All,12.9125,154.95,161.95,17.99,16.96,0.23864976415094347,153.95,2026-08-01 00:00:00,,161.95,,7868215,154.95,12.9125,19.99,20.99,17.96,0.3,,,,,,,,27,Bellboy Corporation,Bellboy Diageo 8.3
Captain Morgan White,082000766858,Liquor,1.75L,6,Diageo,Bellboy Corporation,3cases across chain in one week,All,16.583333333333332,99.5,102.5,21.99,21.96,0.24483910139647852,98.5,2026-08-01 00:00:00,,102.5,,7868219,99.5,16.583333333333332,25.99,26.99,22.96,0.3,,,,,,,,7,Bellboy Corporation,Bellboy Diageo 8.3
Crown Royal Canadian,087000007253,Liquor,750ml,12,Diageo,Bellboy Corporation,"8cs m/m (Reg, Apple, Peach,Vanilla)across chain-same week",February|April|June|August|October|December,19.75,237,269.75,28.99,26.96,0.267433234421365,236,2026-08-01 00:00:00,,269.75,,6863114,237,19.75,31.99,29.99,24.96,0.3,,,,,,,,269,Bellboy Corporation,Bellboy Diageo 8.3
Crown Royal Peach,082000782919,Liquor,750ml,12,Diageo,Bellboy Corporation,"8cs m/m (Reg, Apple, Peach,Vanilla)across chain-same week",February|April|June|August|October|December,19.75,237,273,29.99,26.96,0.267433234421365,236,2026-08-01 00:00:00,,273,,6163234,237,19.75,31.99,29.99,24.96,0.3,,,,,,,,170,Bellboy Corporation,Bellboy Diageo 8.3
Crown Royal Regal Apple,082000771562,Liquor,750ml,12,Diageo,Bellboy Corporation,"8cs m/m (Reg, Apple, Peach,Vanilla)across chain-same week",February|April|June|August|October|December,19.75,237,275,29.99,26.96,0.267433234421365,236,2026-08-01 00:00:00,,275,,6163204,237,19.75,31.99,29.99,24.96,0.3,,,,,,,,139,Bellboy Corporation,Bellboy Diageo 8.3
Crown Royal Vanilla,082000776598,Liquor,750ml,12,Diageo,Bellboy Corporation,"8cs m/m (Reg, Apple, Peach,Vanilla)across chain-same week",February|April|June|August|October|December,19.75,237,273,29.99,26.96,0.267433234421365,236,2026-08-01 00:00:00,,273,,6163214,237,19.75,31.99,29.99,24.96,0.3,,,,,,,,112,Bellboy Corporation,Bellboy Diageo 8.3
Don Julio 70th Anniversary,674545000827,Liquor,750ml,6,Diageo,Bellboy Corporation,,ALL,46.833333333333336,281,363,78.99,62.96,0.25614146548072847,280,2026-08-01 00:00:00,,280,,8491964,281,46.833333333333336,73.99,71.99,57.96,0.3,,,,,,,,4,Bellboy Corporation,Bellboy Diageo 8.3
Don Julio Anejo Tequila,674545000063,Liquor,750ml,6,Diageo,Bellboy Corporation,2cs across chain- same week,February|April|June|August|October|December,42.666666666666664,256,292,62.99,57.96,0.26386013342535086,255,2026-08-01 00:00:00,,292,,8491914,256,42.666666666666664,67.99,47.99,42.96,0.3,,,,,,,,119,Bellboy Corporation,Bellboy Diageo 8.3
Don Julio Blanco Tequila,674545001005,Liquor,50ml,60,Diageo,Bellboy Corporation,case 1,ALL,3.066666666666667,184,183,4.99,3.96,0.22558922558922553,183,2026-08-01 00:00:00,,183,,8491928,184,3.066666666666667,4.99,,,0.5,,,,,,,,,Bellboy Corporation,Bellboy Diageo 8.3
Don Julio Blanco Tequila,674545000001,Liquor,750ml,6,Diageo,Bellboy Corporation,8cs across chain- same week,February|April|June|August|October|December,29.333333333333332,176,215.65,46.99,39.96,0.26593259926593266,175,2026-08-01 00:00:00,,215.65,,8491924,176,29.333333333333332,46.99,43.99,35.96,0.3,,,,,,,,260,Bellboy Corporation,Bellboy Diageo 8.3
Don Julio Repo Tequila,674545000421,Liquor,50ml,60,Diageo,Bellboy Corporation,case 1,ALL,3.6,216,215,4.99,4.96,0.27419354838709675,215,2026-08-01 00:00:00,,215,,8491948,216,3.6,5.99,,,0.5,,,,,,,,,Bellboy Corporation,Bellboy Diageo 8.3
Don Julio Reposado Tequila,674545000414,Liquor,750ml,6,Diageo,Bellboy Corporation,2cs across chain- same week,February|April|June|August|October|December,31,186,247.15,53.99,41.96,0.26120114394661587,185,2026-08-01 00:00:00,,247.15,,8491944,186,31,49.99,40.99,35.96,0.3,,,,,,,,999,Bellboy Corporation,Bellboy Diageo 8.3
Johnnie Walker Black,088110011307,Liquor,750ml,12,Diageo,Bellboy Corporation,3 cs  across chain- same week,February|April|June|August|October|December,26.375,316.5,339.5,36.99,35.96,0.26654616240266965,315.5,2026-08-01 00:00:00,,339.5,,8063514,316.5,26.375,41.99,39.99,32.96,0.3,,,,,,,,133,Bellboy Corporation,Bellboy Diageo 8.3
Johnnie Walker Black,088076163171,Liquor,1.75L,6,Diageo,Bellboy Corporation,Case 1,February|April|June|August|October|December,47.833333333333336,287,345,74.99,64.96,0.2636494252873562,286,2026-08-01 00:00:00,,315,,8063519,287,47.833333333333336,76.99,63.99,51.96,0.3,,,,,,,,26,Bellboy Corporation,Bellboy Diageo 8.3
Johnnie Walker Red,088110021306,Liquor,750ml,12,Diageo,Bellboy Corporation,3 cs  across chain- same week,February|April|June|August|October|December,17.741666666666667,212.9,235.9,25.99,23.96,0.2595297718419588,211.9,2026-08-01 00:00:00,,235.9,,8063534,212.9,17.741666666666667,27.99,26.99,22.96,0.3,,,,,,,,91,Bellboy Corporation,Bellboy Diageo 8.3
Johnnie Walker Red,088076163164,Liquor,1.75L,6,Diageo,Bellboy Corporation,2 cs  across chain-same week,February|April|June|August|October|December,32.166666666666664,193,210,45.99,42.96,0.2512414649286158,192,2026-08-01 00:00:00,,210,,8063539,193,32.166666666666664,50.99,37.99,34.96,0.3,,,,,,,,40,Bellboy Corporation,Bellboy Diageo 8.3
Ketel One Vodka,085156610419,Liquor,Liter,12,Diageo,Bellboy Corporation,1cs across the chain same wee,"January, March, May, July, September, November",23.5825,282.99,307.99,32.99,31.96,0.2621245306633292,281.99,2026-08-01 00:00:00,,307.99,,8595615,282.99,23.5825,37.99,31.99,27.96,0.3,,,,,,,,127,Bellboy Corporation,Bellboy Diageo 8.3
Ketel One Vodka,085156515417,Liquor,750ml,12,Diageo,Bellboy Corporation,3cs across chain-same week,February|April|June|August|October|December,14.104166666666666,169.25,194,20.99,18.96,0.25610935302391,168.25,2026-08-01 00:00:00,,194,,8595614,169.25,14.104166666666666,21.99,23.99,19.96,0.3,,,,,,,,150,Bellboy Corporation,Bellboy Diageo 8.3
Ketel One Vodka,085156803682,Liquor,1.75L,6,Diageo,Bellboy Corporation,16cs  across chain- same week,February|April|June|August|October|December,25.625,153.75,185,39.99,34.96,0.2670194508009153,152.75,2026-08-01 00:00:00,,185,,8595619,153.75,25.625,40.99,34.99,29.96,0.3,,,,,,,,639,Bellboy Corporation,Bellboy Diageo 8.3
Lagavulin 16 Yr Single,088110140052,Liquor,750ml,12,Diageo,Bellboy Corporation,Case 1,All,74.08333333333333,889,915,98.99,99.96,0.2588702147525677,888,2026-08-01 00:00:00,,915,,8188514,889,74.08333333333333,117.99,88.99,74.96,0.3,,,,,,,,79,Bellboy Corporation,Bellboy Diageo 8.3
Oban 14yr Scotch,088110160050,Liquor,750ml,12,Diageo,Bellboy Corporation,Case 1 ,All,63.166666666666664,758,790,85.99,84.96,0.2565128688010044,757,2026-08-01 00:00:00,,790,,8160274,758,63.166666666666664,99.99,92.99,77.96,0.3,,,,,,,,74,Bellboy Corporation,Bellboy Diageo 8.3
Ron Zacapa 23,699013000550,Liquor,750 ml,6,Diageo,Bellboy Corporation,Case 1,Febuary|April|June,28.833333333333332,173,194,41.99,38.96,0.2599247091033539,172,2026-08-01 00:00:00,,194,,7821004,173,28.833333333333332,45.99,46.99,39.96,0.3,,,,,,,,2,Bellboy Corporation,Bellboy Diageo 8.3
Rumple Minze,086767520043,Liquor,Liter,12,Diageo,Bellboy Corporation,4cs across chain - same week,February|April|June|August|October|December,18.833333333333332,226,256.5,27.99,24.96,0.24545940170940178,225,2026-08-01 00:00:00,,256.5,,7693615,226,18.833333333333332,28.99,29.99,25.96,0.3,,,,,,,,102,Bellboy Corporation,Bellboy Diageo 8.3
Rumple Minze,086767520067,Liquor,750ml,12,Diageo,Bellboy Corporation,4cs across chain - same week,February|April|June|August|October|December,14.25,171,205,21.99,18.96,0.2484177215189874,170,2026-08-01 00:00:00,,205,,7693614,171,14.25,21.99,23.99,19.96,0.3,,,,,,,,154,Bellboy Corporation,Bellboy Diageo 8.3
Seagrams 7 Blended,087000007321,Liquor,1.0L,12,Diageo,Bellboy Corporation,4cs across chain - same week,Febuary|April|June,11.520833333333334,138.25,170.25,17.99,15.96,0.2781432748538012,137.25,2026-08-01 00:00:00,,170.25,,6664215,138.25,11.520833333333334,18.99,20.99,17.96,0.3,,,,,,,,102,Bellboy Corporation,Bellboy Diageo 8.3
Smirnoff Vodka,08200501,Liquor,1.0L,12,Diageo,Bellboy Corporation,8 cs across chain-same week,February|April|June|August|October|December,10.145833333333334,121.75,153,16.99,13.96,0.27322110792741167,120.75,2026-08-01 00:00:00,,153,,8572725,121.75,10.145833333333334,15.99,17.99,14.96,0.3,,,,,,,,270,Bellboy Corporation,Bellboy Diageo 8.3
Tanqueray Gin,088110110406,Liquor,Liter,12,Diageo,Bellboy Corporation,2cs across chain- same week,February|April|June|August|October|December,19.333333333333332,232,261,27.99,25.96,0.2552645095017977,231,2026-08-01 00:00:00,,261,,7273415,232,19.333333333333332,30.99,30.49,25.96,0.3,,,,,,,,187,Bellboy Corporation,Bellboy Diageo 8.3
ABERFELDY SCO SMALT 12YR 80,080480220006,Liquor,750ml,6,BACARDI USA INC,Southern Wine & Spirits, ,FEBRUARY|JUNE|AUGUST|October|December,33.178333333333335,199.07000000000002,218.75,46.99,44.96,0.2620477461447212,198.27,2026-08-01 00:00:00,,198.27,,412191,199.07000000000002,33.178333333333335,52.99,52.99,43.96,0.3,,,,,,,,32,Southern Glazer's Wine & Spirits of MN,Southern 8.1
Absolut Vodka 375ml,835229000209,Liquor,375ml,24,Pernod,Southern Wine & Spirits, ,ALL,8.593333333333334,206.24,231.8,13.99,11.96,0.2814938684503902,205.44,2026-08-01 00:00:00,,205.44,,13223,206.24,8.593333333333334,13.99,14.99,12.96,0.5,,,,,,,,170,Southern Glazer's Wine & Spirits of MN,Southern 8.1
Absolut Vodka 50ml,835229000001,Liquor,50ml,120,Pernod,Southern Wine & Spirits, ,ALL,1.1981666666666666,143.78,171.8,1.99,1.96,0.3886904761904762,142.98,2026-08-01 00:00:00,,142.98,,10462,143.78,1.1981666666666666,1.99,,,0.5,,,,,,,,,Southern Glazer's Wine & Spirits of MN,Southern 8.1
Absolut Vodka Citron 375ml,835229001206,Liquor,375ml,24,Pernod,Southern Wine & Spirits, ,ALL,8.593333333333334,206.24,231.8,13.99,11.96,0.2814938684503902,205.44,2026-08-01 00:00:00,,205.44,,1806,206.24,8.593333333333334,13.99,,,0.5,,,,,,,,,Southern Glazer's Wine & Spirits of MN,Southern 8.1
Absolut Vodka Citron 50ml,835229001008,Liquor,50ml,120,Pernod,Southern Wine & Spirits, ,ALL,1.1981666666666666,143.78,171.8,1.99,1.96,0.3886904761904762,142.98,2026-08-01 00:00:00,,142.98,,10951,143.78,1.1981666666666666,1.99,,,0.5,,,,,,,,,Southern Glazer's Wine & Spirits of MN,Southern 8.1
